1;0.01
2;0.01
3;0.01
4;0
5;0.01
6;0
7;0.08
8;0.01
9;0
10;0.01
11;0.01
12;0
13;0.01
14;0
15;0.02
16;0
17;0
18;0
19;0
20;0
21;0
22;0.01
23;0.01
24;0
25;0
26;0.02
27;0.03
28;0
29;0
30;0.01
31;0
32;0
33;0
34;0
35;0.01
36;0
37;0
38;0
39;0.01
40;0
41;0
42;0.01
43;0.01
44;0
45;0.02
46;0.01
47;0.03
48;0.01
49;0.01
50;0.01
51;0
52;0
53;0
54;0.03
55;0
56;0.03
57;0.09
58;0
59;0
60;0
61;0.01
62;0
63;0
64;0.02
65;0.01
66;0
67;0.01
68;0
69;0
70;0.01
71;0.03
72;0.04
73;0.01
74;0
75;0
76;0
77;0.01
78;0
79;0
80;0
81;0
82;0
83;0
84;0.01
85;0
86;0
87;0
88;0
89;0
90;0
91;0
92;0.01
93;0
94;0
95;0
96;0
97;0.02
98;0
99;0.01
100;0.01
101;0.01
102;0.01
103;0.01
104;0
105;0.01
106;0
107;0
108;0
109;0.01
110;0
111;0.02
112;0
113;0
114;0
115;0.01
116;0
117;0.06
118;0.01
119;0
120;0.01
121;0.02
122;0.01
123;0
124;0.01
125;0
126;0.01
127;0
128;0
129;0
130;0
131;0
132;0
133;0
134;0
135;0.01
136;0
137;0
138;0.01
139;0.01
140;0
141;0
142;0.01
143;0.01
144;0
145;0.08
146;0
147;0
148;0
149;0.06
150;0.03
151;0
152;0
153;0.01
154;0.02
155;0
156;0
157;0
158;0
159;0
160;0.02
161;0.03
162;0
163;0
164;0
165;0
166;0.02
167;0.02
168;0
169;0
170;0
171;0
172;0
173;0
174;0
175;0
176;0
177;0
178;0
179;0.01
180;0
181;0
182;0.01
183;0
184;0.01
185;0
186;0
187;0
188;0.03
189;0.01
190;0
191;0.03
192;0
193;0.01
194;0
195;0.23
196;0
197;0.01
198;0
199;0
200;0
201;0
202;0.01
203;0
204;0
205;0.06
206;0
207;0
208;0
209;0
210;0
211;0
212;0.01
213;0
214;0
215;0.01
216;0
217;0
218;0.01
219;0.2
220;0
221;0
222;0
223;0.02
224;0
225;0.01
226;0.01
227;0.01
228;0.01
229;0.01
230;0
231;0.11
232;0
233;0
234;0.01
235;0.01
236;0
237;0
238;0
239;0
240;0.01
241;0
242;0
243;0.01
244;0
245;0
246;0
247;0
248;0.02
249;0.01
250;0.01
