1;0.62
2;0.3
3;0.19
4;0.04
5;0.38
6;0.82
7;0.24
8;0.31
9;0.72
10;0.3
11;0.91
12;0.08
13;0
14;0.33
15;0.02
16;0.67
17;0.91
18;0.22
19;0.53
20;0.61
21;0.66
22;0.21
23;0.72
24;0.24
25;0.49
26;0.47
27;0.04
28;0.07
29;0
30;0
31;0
32;0.73
33;0.4
34;0.23
35;0.63
36;0.3
37;0.13
38;0.58
39;0.18
40;0.3
41;0.26
42;0.04
43;0.22
44;0.23
45;0.12
46;0.17
47;0.32
48;0.07
49;0.07
50;0.21
51;0.12
52;0.2
53;0.16
54;0.19
55;0.3
56;0.89
57;0.02
58;0.05
59;0.16
60;0.15
61;0.62
62;0.2
63;0.22
64;0.46
65;0.98
66;0.68
67;0.14
68;0.25
69;0.1
70;0.13
71;0.4
72;0.01
73;0.18
74;0.23
75;0.32
76;0.09
77;0.05
78;0.21
79;0.16
80;0.01
81;0.46
82;0.07
83;0.17
84;0.83
85;0.11
86;0
87;0.45
88;0.02
89;0.04
90;0.04
91;0.05
92;0.02
93;0.58
94;0.72
95;0.86
96;0.02
97;0.51
98;0.19
99;0.01
100;0.4
101;0.67
102;0.82
103;0.14
104;0.48
105;0.77
106;0.76
107;0.1
108;0.17
109;0.28
110;0.14
111;0.23
112;0.39
113;0.16
114;0.05
115;0.02
116;0.19
117;0.16
118;0.42
119;0.94
120;0.05
121;0.96
122;0.41
123;0.74
124;0.21
125;0.75
126;0.58
127;0.86
128;0.33
129;0.16
130;0.08
131;0.08
132;0.85
133;0.54
134;0.07
135;0.2
136;0.05
137;0.14
138;0.06
139;0.47
140;0.73
141;0.37
142;0.63
143;0.34
144;0.61
145;0.22
146;0.05
147;0.82
148;0.22
149;0.15
150;0.59
151;0.32
152;0.01
153;0.62
154;0.77
155;0.46
156;0.85
157;0.17
158;0.66
159;0.6
160;0.19
161;0.89
162;0.09
163;0.18
164;0.45
165;0.24
166;0
167;0.26
168;0.23
169;0.82
170;0.74
171;0.35
172;0.11
173;0.17
174;0.55
175;0.13
176;0.47
177;0.01
178;0.3
179;0.03
180;0.26
181;0.33
182;0.06
183;0.01
184;0.16
185;0.27
186;0.13
187;0.15
188;0.21
189;0.21
190;0.09
191;0.72
192;0.39
193;0.96
194;0.28
195;0.13
196;0.36
197;0.04
198;0.69
199;0.18
200;0.02
201;0.3
202;0.01
203;0.47
204;0.52
205;0.22
206;0.16
207;0.3
208;0.16
209;0.72
210;0.99
211;0.56
212;0.4
213;0.45
214;0.21
215;0.05
216;0.41
217;0.05
218;0.09
219;0.69
220;0.02
221;0.19
222;0.11
223;0.9
224;0
225;0.07
226;0.88
227;0.02
228;0.67
229;0.17
230;0.01
231;0.43
232;0.25
233;0.54
234;0.33
235;0.76
236;0.26
237;0.71
238;0.32
239;0.01
240;0.58
241;0.37
242;0.34
243;0.98
244;0.22
245;0.13
246;0.4
247;0.25
248;0.32
249;0.24
250;0.16
