1;0.01
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;0
23;0.03
24;0.01
25;0
26;0
27;0.01
28;0
29;0
30;0
31;0.01
32;0
33;0
34;0
35;0.01
36;0.01
37;0
38;0
39;0.01
40;0.02
41;0.01
42;0
43;0
44;0
45;0.01
46;0
47;0
48;0
49;0
50;0.01
51;0
52;0
53;0.01
54;0.01
55;0.01
56;0
57;0.02
58;0.01
59;0
60;0
61;0
62;0
63;0
64;0
65;0
66;0
67;0
68;0.01
69;0
70;0
71;0
72;0
73;0.01
74;0
75;0
76;0
77;0
78;0
79;0
80;0
81;0.01
82;0
83;0
84;0
85;0.01
86;0
87;0
88;0.01
89;0
90;0
91;0
92;0.01
93;0.02
94;0
95;0.01
96;0.01
97;0.01
98;0
99;0.02
100;0
101;0
102;0
103;0
104;0
105;0.02
106;0
107;0
108;0
109;0.02
110;0.06
111;0
112;0.04
113;0
114;0
115;0
116;0
117;0.01
118;0
119;0
120;0.03
121;0
122;0.01
123;0.02
124;0
125;0
126;0
127;0
128;0.01
129;0
130;0
131;0
132;0
133;0
134;0
135;0
136;0
137;0
138;0
139;0
140;0
141;0
142;0
143;0
144;0
145;0
146;0
147;0
148;0
149;0.01
150;0
151;0.01
152;0
153;0
154;0.01
155;0
156;0
157;0
158;0
159;0.01
160;0.02
161;0.01
162;0
163;0.02
164;0
165;0
166;0
167;0
168;0
169;0.01
170;0
171;0.01
172;0.04
173;0
174;0
175;0
176;0.01
177;0
178;0
179;0
180;0
181;0
182;0.02
183;0.01
184;0
185;0.01
186;0
187;0
188;0
189;0
190;0.01
191;0
192;0.03
193;0
194;0
195;0.01
196;0.02
197;0.03
198;0
199;0.01
200;0
201;0
202;0
203;0
204;0.01
205;0
206;0
207;0
208;0.01
209;0
210;0
211;0
212;0
213;0
214;0
215;0
216;0.1
217;0
218;0
219;0
220;0.03
221;0.01
222;0.01
223;0
224;0
225;0.01
226;0.01
227;0
228;0
229;0
230;0
231;0.01
232;0.02
233;0
234;0
235;0
236;0
237;0.01
238;0
239;0.04
240;0
241;0.01
242;0
243;0.02
244;0
245;0
246;0.01
247;0.01
248;0
249;0
250;0
