1;0.03
2;0
3;0.08
4;0.1
5;0
6;0.22
7;0.14
8;0.09
9;0.01
10;0.03
11;0
12;0.05
13;0.12
14;0.01
15;0.11
16;0.19
17;0.12
18;0.03
19;0.08
20;0
21;0
22;0.07
23;0.19
24;0.1
25;0.1
26;0.04
27;0.02
28;0.06
29;0.01
30;0.03
31;0.05
32;0.04
33;0.26
34;0.04
35;0.12
36;0.26
37;0.07
38;0.09
39;0.16
40;0.13
41;0.1
42;0.42
43;0.12
44;0.01
45;0.02
46;0.02
47;0
48;0.15
49;0.17
50;0.07
51;0.04
52;0.06
53;0.05
54;0.09
55;0.1
56;0
57;0.01
58;0.06
59;0.07
60;0.01
61;0.05
62;0.15
63;0.01
64;0.04
65;0
66;0.02
67;0.16
68;0.1
69;0.03
70;0.01
71;0.08
72;0.03
73;0.04
74;0.21
75;0.03
76;0.06
77;0.03
78;0.03
79;0.2
80;0.11
81;0.04
82;0.03
83;0.2
84;0.14
85;0.22
86;0
87;0.03
88;0
89;0
90;0.1
91;0.01
92;0.09
93;0.42
94;0.34
95;0.05
96;0.08
97;0.02
98;0.02
99;0.05
100;0.38
101;0.07
102;0.02
103;0.09
104;0
105;0.05
106;0.02
107;0.02
108;0.09
109;0.07
110;0.13
111;0.15
112;0.22
113;0.14
114;0.15
115;0.06
116;0.06
117;0
118;0.02
119;0.03
120;0.11
121;0.03
122;0
123;0.04
124;0.01
125;0.03
126;0.03
127;0.01
128;0.04
129;0.06
130;0.11
131;0.21
132;0.01
133;0.15
134;0.15
135;0.23
136;0
137;0.01
138;0.01
139;0.2
140;0.05
141;0.5
142;0.07
143;0.05
144;0.09
145;0.06
146;0.11
147;0.03
148;0.05
149;0.08
150;0.05
151;0.12
152;0
153;0.02
154;0.04
155;0.01
156;0.08
157;0.05
158;0.09
159;0.01
160;0.29
161;0.08
162;0.06
163;0
164;0.03
165;0.18
166;0.04
167;0.15
168;0.09
169;0.21
170;0.07
171;0.12
172;0.2
173;0.1
174;0.09
175;0.08
176;0.26
177;0.01
178;0.01
179;0.12
180;0.09
181;0.17
182;0.01
183;0.21
184;0.02
185;0.1
186;0.06
187;0.1
188;0.03
189;0.2
190;0.23
191;0.02
192;0.17
193;0.02
194;0.33
195;0.24
196;0.16
197;0.03
198;0.04
199;0.06
200;0.01
201;0.06
202;0.04
203;0.12
204;0.03
205;0.03
206;0.03
207;0.19
208;0.06
209;0.07
210;0.05
211;0.1
212;0.09
213;0.03
214;0.01
215;0.01
216;0.05
217;0.06
218;0.04
219;0.04
220;0.05
221;0.06
222;0.03
223;0.03
224;0.06
225;0.03
226;0.04
227;0.01
228;0.11
229;0.01
230;0.1
231;0.06
232;0.11
233;0.05
234;0.1
235;0.06
236;0.09
237;0
238;0.06
239;0
240;0.01
241;0.02
242;0.06
243;0.15
244;0.04
245;0.11
246;0.02
247;0.1
248;0
249;0.09
250;0.44
